"hole_id","sub_area_id","hole_type_id","hole_design_id","equipment_id","name","depth","time_start","time_end","drilling_time","collar_elevation","heading","mast_angle","start_h_accuracy","start_v_accuracy","end_h_accuracy","end_v_accuracy","validity","start_position","end_position","hole_profile_id","hole_id","time_start","time_end","start_depth","end_depth","frequency","force_on_bit","torque","rop","air_pressure","vibration","blastability","rock_type_id","work_reason_id"
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",352,100,"2010-06-20 22:08:54","2010-06-20 22:08:59",3.3,3.4000001,0,686.073,2.0999999,0.016100001,1499100,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",353,100,"2010-06-20 22:08:59","2010-06-20 22:09:03",3.4000001,3.5,0,683.03302,2.0999999,0.0186,1531700,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",354,100,"2010-06-20 22:09:03","2010-06-20 22:09:10",3.5,3.5999999,0,684.40601,2.3,0.017899999,1487400,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",355,100,"2010-06-20 22:09:10","2010-06-20 22:09:15",3.5999999,3.7,0,687.64203,2.3,0.0199,1497100,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",356,100,"2010-06-20 22:09:15","2010-06-20 22:09:20",3.7,3.8,0,684.896,2.3,0.0188,1519400,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",357,100,"2010-06-20 22:09:20","2010-06-20 22:09:25",3.8,3.9000001,0,682.24902,2.3,0.0176,1482900,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",358,100,"2010-06-20 22:09:25","2010-06-20 22:09:31",3.9000001,4,0,684.60199,2.0999999,0.018200001,1436700,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",359,100,"2010-06-20 22:09:31","2010-06-20 22:09:57",4,4.0999999,0,664.401,2.0999999,0.033100002,926700,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",360,100,"2010-06-20 22:09:57","2010-06-20 22:09:59",4.0999999,4.1999998,0,723.04401,3.3,0.078000002,717900,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",361,100,"2010-06-20 22:09:59","2010-06-20 22:10:06",4.1999998,4.3000002,0,720.88702,3.4000001,0.048799999,1069700,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",362,100,"2010-06-20 22:10:06","2010-06-20 22:10:10",4.3000002,4.4000001,0,720.495,2,0.020199999,1326800,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",363,100,"2010-06-20 22:10:10","2010-06-20 22:10:14",4.4000001,4.5,0,717.45502,1.9,0.022399999,1390600,0,0,100,100
100,100,2,1,"9479eb3f-84be-56c2-ac5d-c3390d7bab9b","220",13.66,"2010-06-20 22:05:17","2010-06-20 22:20:44",0,728.10999,4.0229802,0,0.029999999,0.039999999,0.039999999,0.039999999,"valid","010100008048E17A14EE4AC64052B81E856BAEB4407B14AE47E1C08640","01010000803D0AD7A3F04AC6403D0AD7A370AEB4401F85EB51B8528640",364,100,"2010-06-20 22:10:14","2010-06-20 22:10:17",4.5,4.5999999,0,720.495,1.9,0.0255,1411700,0,0,100,100
